cr_year,country_name,cc_total,articles,prop
2017,United Arab Emirates,0,15,0
2017,Albania,0,5,0
2017,Angola,0,3,0
2017,Argentina,2,117,0.017094017094017096
2017,Austria,8,127,0.06299212598425197
2017,Australia,31,981,0.03160040774719674
2017,Azerbaijan,1,2,0.5
2017,Bosnia & Herzegovina,0,1,0
2017,Bangladesh,1,38,0.02631578947368421
2017,Belgium,9,328,0.027439024390243903
2017,Bulgaria,2,113,0.017699115044247787
2017,Burundi,0,11,0
2017,Brunei,0,4,0
2017,Bolivia,0,4,0
2017,Brazil,5,322,0.015527950310559006
2017,Botswana,0,5,0
2017,Belarus,2,70,0.02857142857142857
2017,Canada,5,675,0.007407407407407408
2017,Switzerland,17,436,0.0389908256880734
2017,Chile,1,62,0.016129032258064516
2017,Cameroon,0,5,0
2017,China,67,10586,0.006329113924050633
2017,Colombia,1,23,0.043478260869565216
2017,Costa Rica,0,6,0
2017,Cuba,0,5,0
2017,Cyprus,1,7,0.14285714285714285
2017,Czechia,28,351,0.07977207977207977
2017,Germany,126,1545,0.08155339805825243
2017,Denmark,2,123,0.016260162601626018
2017,Dominican Republic,0,1,0
2017,Algeria,0,8,0
2017,Ecuador,0,9,0
2017,Estonia,0,7,0
2017,Egypt,2,78,0.02564102564102564
2017,Spain,34,919,0.036996735582154515
2017,Ethiopia,0,14,0
2017,Finland,6,82,0.07317073170731707
2017,France,25,1217,0.020542317173377157
2017,Gabon,0,1,0
2017,United Kingdom,148,2041,0.07251347378735913
2017,Georgia,0,1,0
2017,Ghana,0,7,0
2017,Greece,1,82,0.012195121951219513
2017,Hong Kong SAR China,1,209,0.004784688995215311
2017,Croatia,0,20,0
2017,Hungary,11,125,0.088
2017,Indonesia,0,12,0
2017,Ireland,1,116,0.008620689655172414
2017,Israel,0,128,0
2017,India,11,1692,0.0065011820330969266
2017,Iraq,2,10,0.2
2017,Iran,4,342,0.011695906432748537
2017,Iceland,1,3,0.3333333333333333
2017,Italy,12,660,0.01818181818181818
2017,Jordan,1,9,0.1111111111111111
2017,Japan,20,1312,0.01524390243902439
2017,Kenya,0,2,0
2017,Cambodia,0,5,0
2017,St. Kitts & Nevis,0,2,0
2017,North Korea,0,9,0
2017,South Korea,9,1027,0.008763388510223954
2017,Kuwait,0,1,0
2017,Kazakhstan,0,3,0
2017,Lebanon,0,10,0
2017,Sri Lanka,0,6,0
2017,Lithuania,0,11,0
2017,Luxembourg,0,7,0
2017,Latvia,0,3,0
2017,Libya,0,3,0
2017,Morocco,2,25,0.08
2017,Moldova,0,3,0
2017,Montenegro,0,2,0
2017,Madagascar,0,2,0
2017,North Macedonia,0,20,0
2017,Mali,0,1,0
2017,Myanmar (Burma),0,5,0
2017,Mongolia,0,16,0
2017,Macao SAR China,0,23,0
2017,Malta,0,5,0
2017,Mauritius,0,7,0
2017,Maldives,0,2,0
2017,Malawi,0,10,0
2017,Mexico,0,148,0
2017,Malaysia,0,48,0
2017,Mozambique,0,2,0
2017,Nigeria,0,3,0
2017,Netherlands,17,364,0.046703296703296704
2017,Norway,6,99,0.06060606060606061
2017,Nepal,1,40,0.025
2017,New Zealand,3,96,0.03125
2017,Oman,0,1,0
2017,Panama,0,1,0
2017,Peru,0,2,0
2017,French Polynesia,0,1,0
2017,Philippines,0,21,0
2017,Pakistan,3,43,0.06976744186046512
2017,Poland,49,574,0.08536585365853659
2017,Puerto Rico,0,19,0
2017,Portugal,6,220,0.02727272727272727
2017,Paraguay,0,2,0
2017,Qatar,0,13,0
2017,Romania,1,63,0.015873015873015872
2017,Serbia,2,36,0.05555555555555555
2017,Russia,74,786,0.09414758269720101
2017,Saudi Arabia,1,77,0.012987012987012988
2017,Seychelles,0,1,0
2017,Sudan,0,5,0
2017,Sweden,24,234,0.10256410256410256
2017,Singapore,20,499,0.04008016032064128
2017,Slovenia,6,41,0.14634146341463414
2017,Slovakia,6,220,0.02727272727272727
2017,San Marino,0,2,0
2017,Somalia,0,1,0
2017,South Sudan,0,6,0
2017,El Salvador,0,3,0
2017,Syria,0,1,0
2017,Togo,0,3,0
2017,Thailand,3,80,0.0375
2017,Tajikistan,7,30,0.23333333333333334
2017,Tunisia,0,13,0
2017,Turkey,0,86,0
2017,Taiwan,3,384,0.0078125
2017,Tanzania,0,2,0
2017,Ukraine,7,165,0.04242424242424243
2017,Uganda,0,2,0
2017,United States,68,5343,0.012726932434961633
2017,Uruguay,0,8,0
2017,Uzbekistan,1,9,0.1111111111111111
2017,Venezuela,0,11,0
2017,British Virgin Islands,0,1,0
2017,Vietnam,1,40,0.025
2017,Yemen,0,4,0
2017,South Africa,4,88,0.045454545454545456
2017,Zambia,0,4,0
2017,Zimbabwe,1,3,0.3333333333333333
2018,United Arab Emirates,0,12,0
2018,Albania,0,7,0
2018,Armenia,0,2,0
2018,Argentina,6,129,0.046511627906976744
2018,Austria,81,132,0.6136363636363636
2018,Australia,76,1013,0.07502467917077986
2018,Azerbaijan,0,2,0
2018,Bosnia & Herzegovina,0,3,0
2018,Barbados,0,1,0
2018,Bangladesh,2,66,0.030303030303030304
2018,Belgium,23,288,0.0798611111111111
2018,Bulgaria,4,103,0.038834951456310676
2018,Burundi,0,6,0
2018,Benin,1,2,0.5
2018,Brunei,0,1,0
2018,Bolivia,0,3,0
2018,Brazil,16,334,0.04790419161676647
2018,Botswana,1,1,1
2018,Belarus,3,73,0.0410958904109589
2018,Canada,34,617,0.055105348460291734
2018,Congo - Brazzaville,0,1,0
2018,Switzerland,54,364,0.14835164835164835
2018,Côte d’Ivoire,0,2,0
2018,Chile,0,66,0
2018,Cameroon,0,2,0
2018,China,207,12080,0.017135761589403973
2018,Colombia,1,29,0.034482758620689655
2018,Costa Rica,1,6,0.16666666666666666
2018,Cuba,1,7,0.14285714285714285
2018,Cyprus,0,7,0
2018,Czechia,57,373,0.15281501340482573
2018,Germany,267,1441,0.1852879944482998
2018,Denmark,16,127,0.12598425196850394
2018,Dominican Republic,0,2,0
2018,Algeria,0,12,0
2018,Ecuador,0,3,0
2018,Estonia,1,8,0.125
2018,Egypt,2,116,0.017241379310344827
2018,Spain,101,847,0.1192443919716647
2018,Ethiopia,0,15,0
2018,Finland,23,73,0.3150684931506849
2018,France,68,1242,0.05475040257648953
2018,United Kingdom,562,2042,0.2752203721841332
2018,Georgia,0,1,0
2018,Ghana,0,6,0
2018,Greece,2,58,0.034482758620689655
2018,Hong Kong SAR China,3,240,0.0125
2018,Croatia,0,33,0
2018,Hungary,42,116,0.3620689655172414
2018,Indonesia,2,30,0.06666666666666667
2018,Ireland,7,95,0.07368421052631578
2018,Israel,8,134,0.05970149253731343
2018,India,57,1803,0.03161397670549085
2018,Iraq,3,9,0.3333333333333333
2018,Iran,6,394,0.015228426395939087
2018,Iceland,1,8,0.125
2018,Italy,61,701,0.08701854493580599
2018,Jordan,2,18,0.1111111111111111
2018,Japan,88,1237,0.07113985448666128
2018,Kenya,0,3,0
2018,Cambodia,0,8,0
2018,St. Kitts & Nevis,0,3,0
2018,North Korea,3,15,0.2
2018,South Korea,36,1053,0.03418803418803419
2018,Kuwait,0,7,0
2018,Kazakhstan,1,3,0.3333333333333333
2018,Lebanon,3,7,0.42857142857142855
2018,Sri Lanka,1,6,0.16666666666666666
2018,Lithuania,0,17,0
2018,Luxembourg,1,6,0.16666666666666666
2018,Latvia,1,9,0.1111111111111111
2018,Libya,0,3,0
2018,Morocco,1,18,0.05555555555555555
2018,Moldova,0,5,0
2018,Montenegro,0,4,0
2018,Madagascar,0,1,0
2018,North Macedonia,2,24,0.08333333333333333
2018,Mali,0,1,0
2018,Myanmar (Burma),0,7,0
2018,Mongolia,1,14,0.07142857142857142
2018,Macao SAR China,0,20,0
2018,Malta,0,3,0
2018,Mauritius,0,7,0
2018,Maldives,0,1,0
2018,Malawi,0,16,0
2018,Mexico,7,168,0.041666666666666664
2018,Malaysia,0,44,0
2018,Niger,0,1,0
2018,Nigeria,0,2,0
2018,Netherlands,53,301,0.1760797342192691
2018,Norway,19,129,0.14728682170542637
2018,Nepal,0,51,0
2018,New Zealand,15,89,0.16853932584269662
2018,Oman,0,3,0
2018,Panama,0,1,0
2018,Peru,0,6,0
2018,French Polynesia,0,1,0
2018,Philippines,2,24,0.08333333333333333
2018,Pakistan,10,61,0.16393442622950818
2018,Poland,31,607,0.051070840197693576
2018,Puerto Rico,1,11,0.09090909090909091
2018,Portugal,3,218,0.013761467889908258
2018,Qatar,0,9,0
2018,Réunion,0,1,0
2018,Romania,2,59,0.03389830508474576
2018,Serbia,3,36,0.08333333333333333
2018,Russia,86,862,0.09976798143851508
2018,Rwanda,0,16,0
2018,Saudi Arabia,12,96,0.125
2018,Sweden,160,247,0.6477732793522267
2018,Singapore,21,417,0.050359712230215826
2018,Slovenia,14,46,0.30434782608695654
2018,Slovakia,18,203,0.08866995073891626
2018,San Marino,0,2,0
2018,Senegal,0,1,0
2018,Somalia,0,1,0
2018,South Sudan,0,7,0
2018,El Salvador,0,3,0
2018,Togo,0,1,0
2018,Thailand,3,79,0.0379746835443038
2018,Tajikistan,1,33,0.030303030303030304
2018,Tunisia,1,17,0.058823529411764705
2018,Turkey,9,113,0.07964601769911504
2018,Taiwan,10,345,0.028985507246376812
2018,Tanzania,0,3,0
2018,Ukraine,10,143,0.06993006993006994
2018,United States,343,5299,0.06472919418758256
2018,Uruguay,0,11,0
2018,Uzbekistan,0,14,0
2018,Venezuela,2,23,0.08695652173913043
2018,U.S. Virgin Islands,0,1,0
2018,Vietnam,5,50,0.1
2018,Yemen,1,12,0.08333333333333333
2018,South Africa,4,102,0.0392156862745098
2018,Zambia,0,2,0
2018,Zimbabwe,1,8,0.125
2019,United Arab Emirates,2,23,0.08695652173913043
2019,Albania,0,4,0
2019,Angola,0,1,0
2019,Argentina,4,128,0.03125
2019,Austria,102,143,0.7132867132867133
2019,Australia,53,1010,0.05247524752475247
2019,Azerbaijan,0,3,0
2019,Bosnia & Herzegovina,0,3,0
2019,Bangladesh,0,51,0
2019,Belgium,29,309,0.09385113268608414
2019,Burkina Faso,0,1,0
2019,Bulgaria,11,105,0.10476190476190476
2019,Burundi,0,8,0
2019,Brunei,0,2,0
2019,Bolivia,2,4,0.5
2019,Brazil,14,315,0.044444444444444446
2019,Botswana,0,2,0
2019,Belarus,11,80,0.1375
2019,Belize,0,1,0
2019,Canada,37,584,0.06335616438356165
2019,Congo - Brazzaville,0,1,0
2019,Switzerland,146,395,0.369620253164557
2019,Côte d’Ivoire,0,2,0
2019,Chile,4,60,0.06666666666666667
2019,Cameroon,1,7,0.14285714285714285
2019,China,316,13827,0.022853836696318797
2019,Colombia,1,20,0.05
2019,Costa Rica,0,4,0
2019,Cuba,0,7,0
2019,Cyprus,0,5,0
2019,Czechia,43,402,0.10696517412935323
2019,Germany,405,1447,0.27988942639944714
2019,Denmark,14,126,0.1111111111111111
2019,Dominican Republic,0,3,0
2019,Algeria,0,13,0
2019,Ecuador,0,5,0
2019,Estonia,3,14,0.21428571428571427
2019,Egypt,9,83,0.10843373493975904
2019,Spain,139,823,0.16889428918590524
2019,Ethiopia,4,25,0.16
2019,Finland,45,64,0.703125
2019,France,77,1168,0.06592465753424658
2019,Gabon,0,2,0
2019,United Kingdom,520,1976,0.2631578947368421
2019,Ghana,0,5,0
2019,Greece,21,60,0.35
2019,Hong Kong SAR China,8,250,0.032
2019,Honduras,0,1,0
2019,Croatia,1,33,0.030303030303030304
2019,Hungary,25,108,0.23148148148148148
2019,Indonesia,3,27,0.1111111111111111
2019,Ireland,11,93,0.11827956989247312
2019,Israel,3,126,0.023809523809523808
2019,India,65,1782,0.03647586980920314
2019,Iraq,4,15,0.26666666666666666
2019,Iran,11,389,0.028277634961439587
2019,Iceland,0,4,0
2019,Italy,60,617,0.09724473257698542
2019,Jordan,2,8,0.25
2019,Japan,87,1179,0.0737913486005089
2019,Kenya,0,1,0
2019,Cambodia,0,10,0
2019,St. Kitts & Nevis,0,6,0
2019,North Korea,1,11,0.09090909090909091
2019,South Korea,36,1064,0.03383458646616541
2019,Kuwait,0,11,0
2019,Kazakhstan,0,6,0
2019,Lebanon,1,10,0.1
2019,Sri Lanka,0,1,0
2019,Lithuania,1,13,0.07692307692307693
2019,Luxembourg,4,6,0.6666666666666666
2019,Latvia,2,17,0.11764705882352941
2019,Libya,0,2,0
2019,Morocco,1,26,0.038461538461538464
2019,Moldova,0,5,0
2019,Montenegro,1,8,0.125
2019,North Macedonia,1,23,0.043478260869565216
2019,Myanmar (Burma),0,4,0
2019,Mongolia,0,19,0
2019,Macao SAR China,0,23,0
2019,Malta,0,3,0
2019,Mauritius,0,7,0
2019,Maldives,0,1,0
2019,Malawi,0,16,0
2019,Mexico,8,186,0.043010752688172046
2019,Malaysia,1,37,0.02702702702702703
2019,Mozambique,0,1,0
2019,Namibia,0,1,0
2019,Nigeria,1,8,0.125
2019,Nicaragua,0,2,0
2019,Netherlands,160,322,0.4968944099378882
2019,Norway,19,129,0.14728682170542637
2019,Nepal,1,60,0.016666666666666666
2019,New Zealand,9,118,0.07627118644067797
2019,Oman,1,3,0.3333333333333333
2019,Panama,1,1,1
2019,Peru,0,3,0
2019,Philippines,0,38,0
2019,Pakistan,9,61,0.14754098360655737
2019,Poland,45,630,0.07142857142857142
2019,Puerto Rico,0,10,0
2019,Palestinian Territories,0,1,0
2019,Portugal,13,244,0.05327868852459016
2019,Paraguay,0,1,0
2019,Qatar,1,19,0.05263157894736842
2019,Romania,5,63,0.07936507936507936
2019,Serbia,2,27,0.07407407407407407
2019,Russia,88,874,0.10068649885583524
2019,Rwanda,0,12,0
2019,Saudi Arabia,18,63,0.2857142857142857
2019,Sudan,0,3,0
2019,Sweden,182,269,0.6765799256505576
2019,Singapore,19,403,0.04714640198511166
2019,Slovenia,2,54,0.037037037037037035
2019,Slovakia,41,198,0.20707070707070707
2019,San Marino,0,1,0
2019,Somalia,0,1,0
2019,South Sudan,0,6,0
2019,El Salvador,0,1,0
2019,Togo,1,3,0.3333333333333333
2019,Thailand,0,92,0
2019,Tajikistan,1,43,0.023255813953488372
2019,Tunisia,0,10,0
2019,Turkey,6,91,0.06593406593406594
2019,Taiwan,10,359,0.027855153203342618
2019,Tanzania,0,2,0
2019,Ukraine,15,163,0.09202453987730061
2019,United States,445,5348,0.08320867614061331
2019,Uruguay,1,11,0.09090909090909091
2019,Uzbekistan,1,10,0.1
2019,Venezuela,1,11,0.09090909090909091
2019,Vietnam,4,58,0.06896551724137931
2019,Yemen,0,9,0
2019,South Africa,6,83,0.07228915662650602
2019,Zambia,0,1,0
2019,Zimbabwe,0,5,0
2020,United Arab Emirates,2,21,0.09523809523809523
2020,Albania,1,5,0.2
2020,Armenia,0,4,0
2020,Angola,1,3,0.3333333333333333
2020,Argentina,9,143,0.06293706293706294
