cr_year,country_name,cc_total,articles,prop
2017,Austria,0,8,0
2017,Australia,0,13,0
2017,Belgium,0,1,0
2017,Bulgaria,0,3,0
2017,Brazil,0,36,0
2017,Canada,0,9,0
2017,Switzerland,0,8,0
2017,China,0,24,0
2017,Czechia,0,3,0
2017,Germany,1,73,0.0136986301369863
2017,Denmark,0,5,0
2017,Egypt,0,1,0
2017,Spain,1,22,0.045454545454545456
2017,Finland,0,6,0
2017,France,0,13,0
2017,United Kingdom,1,28,0.03571428571428571
2017,Greece,0,3,0
2017,Croatia,0,1,0
2017,Hungary,0,1,0
2017,Israel,0,2,0
2017,India,0,3,0
2017,Iran,0,20,0
2017,Italy,0,23,0
2017,Japan,0,24,0
2017,South Korea,0,2,0
2017,Mexico,0,1,0
2017,Malaysia,0,1,0
2017,Netherlands,0,18,0
2017,Norway,0,2,0
2017,New Zealand,0,1,0
2017,Poland,1,11,0.09090909090909091
2017,Portugal,0,3,0
2017,Qatar,0,2,0
2017,Serbia,0,2,0
2017,Saudi Arabia,0,2,0
2017,Sweden,0,7,0
2017,Singapore,0,1,0
2017,Slovenia,0,3,0
2017,Slovakia,0,2,0
2017,Tunisia,0,2,0
2017,Turkey,0,3,0
2017,Taiwan,0,1,0
2017,United States,2,55,0.03636363636363636
2017,Vietnam,0,1,0
2017,South Africa,0,4,0
2018,Argentina,0,1,0
2018,Austria,2,12,0.16666666666666666
2018,Australia,0,18,0
2018,Bangladesh,0,1,0
2018,Belgium,0,8,0
2018,Bulgaria,0,1,0
2018,Brazil,0,24,0
2018,Canada,1,18,0.05555555555555555
2018,Switzerland,0,9,0
2018,Chile,0,1,0
2018,China,0,41,0
2018,Cyprus,0,1,0
2018,Czechia,0,3,0
2018,Germany,3,81,0.037037037037037035
2018,Denmark,0,11,0
2018,Estonia,0,1,0
2018,Egypt,0,1,0
2018,Spain,0,25,0
2018,Finland,0,3,0
2018,France,0,23,0
2018,United Kingdom,7,22,0.3181818181818182
2018,Greece,0,10,0
2018,Croatia,0,1,0
2018,Hungary,1,2,0.5
2018,Indonesia,0,2,0
2018,Ireland,0,1,0
2018,Israel,0,7,0
2018,India,0,3,0
2018,Iran,0,21,0
2018,Italy,0,29,0
2018,Japan,0,26,0
2018,South Korea,0,10,0
2018,Netherlands,0,29,0
2018,Norway,0,3,0
2018,New Zealand,0,2,0
2018,Philippines,0,1,0
2018,Poland,0,10,0
2018,Portugal,0,7,0
2018,Romania,0,2,0
2018,Serbia,0,2,0
2018,Russia,0,1,0
2018,Sweden,2,9,0.2222222222222222
2018,Singapore,0,1,0
2018,Slovenia,0,1,0
2018,Slovakia,0,2,0
2018,Thailand,0,1,0
2018,Turkey,0,3,0
2018,Taiwan,0,6,0
2018,United States,5,71,0.07042253521126761
2019,Austria,2,9,0.2222222222222222
2019,Australia,1,12,0.08333333333333333
2019,Belgium,0,6,0
2019,Bulgaria,0,1,0
2019,Brazil,0,24,0
2019,Canada,0,17,0
2019,Switzerland,3,14,0.21428571428571427
2019,Chile,0,1,0
2019,China,1,37,0.02702702702702703
2019,Cyprus,0,1,0
2019,Germany,10,83,0.12048192771084337
2019,Denmark,0,7,0
2019,Spain,0,17,0
2019,Finland,0,1,0
2019,France,0,20,0
2019,United Kingdom,7,28,0.25
2019,Guadeloupe,0,1,0
2019,Greece,0,11,0
2019,Ireland,0,3,0
2019,Israel,0,2,0
2019,India,0,4,0
2019,Iran,0,18,0
2019,Italy,1,26,0.038461538461538464
2019,Japan,2,18,0.1111111111111111
2019,South Korea,0,9,0
2019,Mexico,0,1,0
2019,Netherlands,1,13,0.07692307692307693
