cr_year,country_name,cc_total,articles,prop
2017,United Arab Emirates,2,48,0.041666666666666664
2017,Armenia,0,1,0
2017,Argentina,0,48,0
2017,Austria,8,167,0.04790419161676647
2017,Australia,5,802,0.006234413965087282
2017,Azerbaijan,0,2,0
2017,Bosnia & Herzegovina,0,3,0
2017,Bangladesh,0,29,0
2017,Belgium,1,282,0.0035460992907801418
2017,Bulgaria,0,4,0
2017,Brunei,0,1,0
2017,Brazil,1,521,0.0019193857965451055
2017,Belarus,0,3,0
2017,Canada,0,1345,0
2017,Switzerland,13,396,0.03282828282828283
2017,Chile,0,64,0
2017,Cameroon,0,2,0
2017,China,16,9306,0.0017193208682570384
2017,Colombia,0,60,0
2017,Costa Rica,0,3,0
2017,Cuba,0,5,0
2017,Cyprus,2,49,0.04081632653061224
2017,Czechia,5,95,0.05263157894736842
2017,Germany,11,1042,0.01055662188099808
2017,Denmark,1,208,0.004807692307692308
2017,Algeria,0,47,0
2017,Ecuador,0,19,0
2017,Estonia,0,9,0
2017,Egypt,0,112,0
2017,Spain,3,776,0.003865979381443299
2017,Finland,3,260,0.011538461538461539
2017,France,3,1038,0.002890173410404624
2017,United Kingdom,281,1562,0.17989756722151087
2017,Georgia,0,1,0
2017,Ghana,0,3,0
2017,Gambia,0,1,0
2017,Greece,2,211,0.009478672985781991
2017,Hong Kong SAR China,0,627,0
2017,Honduras,0,1,0
2017,Croatia,0,23,0
2017,Hungary,0,24,0
2017,Indonesia,0,16,0
2017,Ireland,4,131,0.030534351145038167
2017,Israel,1,233,0.004291845493562232
2017,India,3,1111,0.0027002700270027003
2017,Iraq,3,21,0.14285714285714285
2017,Iran,1,624,0.0016025641025641025
2017,Iceland,0,13,0
2017,Italy,5,1230,0.0040650406504065045
2017,Jamaica,0,1,0
2017,Jordan,0,20,0
2017,Japan,2,1125,0.0017777777777777779
2017,Kenya,0,2,0
2017,Cambodia,0,1,0
2017,South Korea,0,1442,0
2017,Kuwait,0,4,0
2017,Kazakhstan,0,9,0
2017,Lebanon,0,23,0
2017,Sri Lanka,0,7,0
2017,Lithuania,0,14,0
2017,Luxembourg,0,22,0
2017,Latvia,0,4,0
2017,Libya,0,4,0
2017,Morocco,0,20,0
2017,Moldova,0,4,0
2017,Montenegro,0,9,0
2017,North Macedonia,0,10,0
2017,Mongolia,0,1,0
2017,Macao SAR China,0,89,0
2017,Malta,0,5,0
2017,Malawi,0,1,0
2017,Mexico,0,141,0
2017,Malaysia,5,146,0.03424657534246575
2017,Nigeria,0,4,0
2017,Netherlands,4,327,0.012232415902140673
2017,Norway,2,126,0.015873015873015872
2017,Nepal,0,1,0
2017,New Zealand,0,82,0
2017,Oman,0,3,0
2017,Panama,0,1,0
2017,Peru,1,5,0.2
2017,Papua New Guinea,0,1,0
2017,Philippines,0,4,0
2017,Pakistan,0,92,0
2017,Poland,0,176,0
2017,Puerto Rico,0,5,0
2017,Palestinian Territories,0,4,0
2017,Portugal,0,192,0
2017,Paraguay,0,3,0
2017,Qatar,0,40,0
2017,Romania,0,34,0
2017,Serbia,1,39,0.02564102564102564
2017,Russia,1,168,0.005952380952380952
2017,Rwanda,0,2,0
2017,Saudi Arabia,0,151,0
2017,Sudan,0,1,0
2017,Sweden,1,347,0.002881844380403458
2017,Singapore,0,628,0
2017,Slovenia,0,19,0
2017,Slovakia,0,11,0
2017,Senegal,0,1,0
2017,South Sudan,0,13,0
2017,Syria,0,3,0
2017,Thailand,0,25,0
2017,Tajikistan,0,1,0
2017,Tunisia,0,50,0
2017,Turkey,0,250,0
2017,Trinidad & Tobago,0,1,0
2017,Taiwan,1,818,0.0012224938875305623
2017,Tanzania,0,2,0
2017,Ukraine,0,24,0
2017,United States,24,6964,0.0034462952326249283
2017,Uruguay,0,6,0
2017,Venezuela,0,4,0
2017,Vietnam,0,28,0
2017,Yemen,0,1,0
2017,South Africa,0,56,0
2018,United Arab Emirates,0,77,0
2018,Armenia,0,1,0
2018,Argentina,0,50,0
2018,Austria,5,150,0.03333333333333333
2018,Australia,5,834,0.005995203836930456
2018,Azerbaijan,0,1,0
2018,Bosnia & Herzegovina,0,3,0
2018,Bangladesh,0,28,0
2018,Belgium,2,312,0.00641025641025641
2018,Bulgaria,0,10,0
2018,Burundi,0,3,0
2018,Bolivia,0,4,0
2018,Brazil,3,614,0.004885993485342019
2018,Belarus,0,2,0
2018,Canada,4,1510,0.0026490066225165563
2018,Switzerland,17,496,0.034274193548387094
2018,Chile,1,73,0.0136986301369863
2018,Cameroon,0,2,0
2018,China,31,10866,0.002852935762930241
2018,Colombia,1,55,0.01818181818181818
2018,Costa Rica,0,8,0
2018,Cuba,0,7,0
2018,Cape Verde,0,1,0
2018,Cyprus,0,43,0
2018,Czechia,10,113,0.08849557522123894
2018,Germany,18,1155,0.015584415584415584
2018,Denmark,0,207,0
2018,Algeria,0,58,0
2018,Ecuador,0,16,0
2018,Estonia,1,15,0.06666666666666667
2018,Egypt,0,118,0
2018,Spain,6,817,0.0073439412484700125
2018,Ethiopia,0,1,0
2018,Finland,5,248,0.020161290322580645
2018,France,6,1021,0.005876591576885406
2018,United Kingdom,335,1629,0.2056476365868631
2018,Ghana,0,3,0
2018,Greece,2,210,0.009523809523809525
2018,Hong Kong SAR China,0,636,0
2018,Honduras,0,1,0
2018,Croatia,0,27,0
2018,Hungary,1,33,0.030303030303030304
2018,Indonesia,0,17,0
2018,Ireland,0,141,0
2018,Israel,0,211,0
2018,India,3,1507,0.0019907100199071004
2018,Iraq,3,25,0.12
2018,Iran,3,777,0.003861003861003861
2018,Iceland,1,10,0.1
2018,Italy,16,1338,0.01195814648729447
2018,Jamaica,0,2,0
2018,Jordan,0,25,0
2018,Japan,6,1158,0.0051813471502590676
2018,Kenya,0,2,0
2018,Cambodia,0,4,0
2018,South Korea,0,1554,0
2018,Kuwait,0,5,0
2018,Kazakhstan,0,11,0
2018,Lebanon,0,43,0
2018,Liechtenstein,0,2,0
2018,Sri Lanka,0,3,0
2018,Lithuania,0,8,0
2018,Luxembourg,2,32,0.0625
2018,Latvia,0,2,0
2018,Libya,0,4,0
2018,Morocco,0,7,0
2018,Montenegro,0,10,0
2018,North Macedonia,1,5,0.2
2018,Macao SAR China,0,81,0
2018,Malta,0,3,0
2018,Mexico,0,161,0
2018,Malaysia,2,122,0.01639344262295082
2018,Namibia,0,1,0
2018,Nigeria,1,4,0.25
2018,Netherlands,4,370,0.010810810810810811
2018,Norway,1,92,0.010869565217391304
2018,Nepal,0,2,0
2018,New Zealand,1,79,0.012658227848101266
2018,Oman,0,1,0
2018,Panama,0,2,0
2018,Peru,0,6,0
2018,Philippines,0,4,0
2018,Pakistan,2,112,0.017857142857142856
2018,Poland,0,182,0
2018,Puerto Rico,0,5,0
2018,Palestinian Territories,0,5,0
2018,Portugal,0,152,0
2018,Paraguay,0,1,0
2018,Qatar,0,34,0
2018,Romania,1,28,0.03571428571428571
2018,Serbia,1,39,0.02564102564102564
2018,Russia,0,216,0
2018,Saudi Arabia,0,114,0
2018,Sudan,0,4,0
2018,Sweden,2,363,0.005509641873278237
2018,Singapore,2,638,0.003134796238244514
2018,Slovenia,0,18,0
2018,Svalbard & Jan Mayen,0,2,0
2018,Slovakia,0,25,0
2018,Senegal,0,1,0
2018,South Sudan,0,7,0
2018,Thailand,0,44,0
2018,Tajikistan,0,1,0
2018,Tunisia,0,37,0
2018,Turkey,0,241,0
2018,Taiwan,1,875,0.001142857142857143
2018,Ukraine,0,23,0
2018,United States,24,7090,0.003385049365303244
2018,Uruguay,0,7,0
2018,Venezuela,0,3,0
2018,Vietnam,0,52,0
2018,Yemen,0,1,0
2018,South Africa,0,50,0
2019,United Arab Emirates,0,61,0
2019,Albania,0,1,0
2019,Armenia,0,3,0
2019,Argentina,1,54,0.018518518518518517
2019,Austria,12,169,0.07100591715976332
2019,Australia,4,840,0.004761904761904762
2019,Azerbaijan,0,1,0
2019,Bosnia & Herzegovina,0,5,0
2019,Bangladesh,1,25,0.04
2019,Belgium,3,321,0.009345794392523364
2019,Bulgaria,0,6,0
2019,Brunei,0,1,0
2019,Brazil,3,525,0.005714285714285714
2019,Bhutan,0,1,0
2019,Belarus,0,4,0
2019,Canada,7,1528,0.004581151832460733
2019,Switzerland,15,398,0.03768844221105527
2019,Côte d’Ivoire,0,1,0
2019,Chile,0,63,0
2019,Cameroon,0,4,0
2019,China,52,12900,0.004031007751937985
2019,Colombia,0,69,0
2019,Costa Rica,0,4,0
2019,Cuba,0,11,0
2019,Cyprus,1,53,0.018867924528301886
2019,Czechia,3,91,0.03296703296703297
2019,Germany,39,1086,0.03591160220994475
2019,Denmark,2,216,0.009259259259259259
2019,Algeria,0,41,0
2019,Ecuador,0,6,0
2019,Estonia,0,11,0
2019,Egypt,0,93,0
2019,Spain,13,762,0.01706036745406824
2019,Ethiopia,0,1,0
2019,Finland,17,249,0.06827309236947791
2019,France,3,942,0.0031847133757961785
2019,United Kingdom,200,1598,0.1251564455569462
2019,Georgia,0,1,0
2019,Ghana,0,5,0
2019,Greece,0,211,0
2019,Guatemala,0,1,0
2019,Hong Kong SAR China,2,644,0.003105590062111801
2019,Croatia,0,20,0
2019,Hungary,1,33,0.030303030303030304
2019,Indonesia,0,11,0
2019,Ireland,1,151,0.006622516556291391
2019,Israel,4,211,0.018957345971563982
2019,India,1,1570,6.369426751592356e-4
2019,Iraq,1,17,0.058823529411764705
2019,Iran,0,763,0
2019,Iceland,0,7,0
2019,Italy,16,1209,0.013234077750206782
2019,Jordan,0,28,0
2019,Japan,32,1169,0.02737382378100941
2019,Cambodia,0,3,0
2019,South Korea,7,1468,0.004768392370572207
2019,Kuwait,0,6,0
2019,Kazakhstan,0,27,0
2019,Lebanon,0,42,0
